Comment,Sentiment
use it as an Uber,Neutral
omg Ryan trahan was there, it’s an airbnb,Neutral
Yeah dude! You made it! Congrats!,Positive
Bro this is…….REVOLUTIONARY!!!!!,Positive
The crazy part isn’t just the money, it’s how much creativity and effort goes into these challenges. Absolute legend,Positive
Team Water is a great initiative,Positive
Bros gonna have one of the most insane dad lore in the entire world,Positive
YESSS. NOLAN DESERVEDDS ITTT SO MUCHHH,Positive
Survive the World’s Largest Escape Room, how bout that for a challenge,Neutral
A Man with Diamond Heart,Positive
Colin F'ing Furze, what a legend!!!!!,Positive
Insanely inspiring,Positive
Madison: Thanks Nolan Nolan: Anytime,Positive
I'm eating feastables for the first time.,Neutral
Video Editing Is Amazing Awesome,Positive
I love mrbeast,Positive
W Rizz,Positive
Do a challenge where someone has to quit smoking and alcohol ?,Neutral
Plot twist: the $k goes straight to bail,Neutral
NOLAN YOU HAVE TO LOCK IN,Neutral
You just earned a new subscriber,Positive
This is the best video Beast has ever made,Positive
is literally the reason why it is important that we read books,Positive
i really love you,Positive
So happy to have been a part of this,Positive
This story made us cry,Positive
The is the purest form of opening a time capsule…. Awesome.,Positive
Congratulations U made it,Positive
The shot by Chandler in golf was epic,Positive
that’s so sweetttt,Positive
THE CURVE ON chandlers golf shot was insane,Positive
that’s Airack,Neutral
Best Content Creator Love from Ghana,Positive
This is really proud moment for every man he set goal before yrs now achieved it way ahead than that goal is really crazy keeps it man you are doing great and lot more wishes to you to reach Billion subs on yt,Positive
That one part about Coach Wall was very emotional. I started to cry about it,Positive
mrbeast is the best,Positive
Success On Peak Consistency is the key of Success!!!,Positive
Bro is not just a YouTuber bro is a hero,Positive
"WE ARE AURA"""" Got me"",Positive"
use trigonometry,Neutral
Happy Year's anniversary,Positive
Coach was watching over him, cheering him on. He's very proud.,Positive
Next challenge Underwater With tareeq,Neutral
The Coach Wall part made me start tearing. and im not even kidding when I say that....,Positive
The date isn't made of money or people around. Is made with the person who you love,Positive
this must be the most emotional and motivational video I have seen,Positive
Nothing beats a JetYou Holiday!,Positive
Mind blown!!!,Positive
"Imagine booking a trip to disney, only for them to say ""sorry mrbeast has booked the entire park"",Neutral"
One of the satisfactions of having a lot of money is helping others in need.,Positive
That’s some wild challenges!,Positive
Mrbeast for worldwide,Positive
Every donation, no matter how small, makes a big difference.,Positive
Bro Nolan and Madison are so cute! So rooting for them xx.,Positive
The military Is so nice enough to support small content creators.,Positive
airack,Neutral
This really makes you wonder how many broken up couples would get back together if given the time and space.,Neutral
This is brilliant,Positive
Lol container,Neutral
LMAO This is actually crazy to watch!,Positive
I can literally learn English through your videos. It is so useful when I can both study and entertain!,Positive
Awesome,Positive
This is not a challenge it's a story that brought me to tears. Coach wall was a legend.,Positive
bro said,Neutral
This is an amazing concept. I love this,Positive
Man this is truly incredible, it brings me to tears and brings me hope in humanity again,Positive
million in hours is crazy,Positive
There is a reason why he became a pilot. He is an amazing person. It was such a romantic video.,Positive
One of the satisfactions of having a lot of money is helping others in need.,Positive
Mrbeast legendary assist,Positive
WAIT EVERY SATURDAY??? WE GETTING WEEKLY UPLOADS FROM THE BEASTTTTTTTTTTTTTTTTT!!!!!!!!,Positive
Nolan's date was the best part,Positive
This one kept giving me chills!,Positive
Coach Wall was a legend and will always be remembered,Positive
The best video that i saw in few years make me cry,Positive
"Guys he already won the challenge you can leave the video now."""",Neutral"
You can tell he's legit happy to do this video,Positive
One of the great fitness coaches, knows that the relation matters more than the workout,Positive
Singles button,Neutral
Aloo is on top,Neutral
The Best Episode of All Time,Positive
A bunch of space based challenges based on astronaut training and a trip to space as a prize would be awesome,Neutral
Let's agree that the only reason to watch the full video is to see whether they became a couple again,Neutral
You are truly proof of the power of believing and achieving. This is a manifesto,Positive
We need more of these videos!!!,Positive
Coach wall is always in our hearts,Positive
Dude the coach was the kindest person I ever seen,Positive
crore views in days,Positive
Coach wall… you were the best to ever do it,Positive
You did it congrats!,Positive
Love u BEAST..,Positive
Congratulations!, years are going by so fast.,Positive
Litterally cried with Majd when he found out the news about coach :(. Overall, such an inspiration both coach and Majd as I am currently trying to lose weight and this gives me hope that in consistency there will be progress. :),Positive
Nolan trying to squeeze in on the jumbotron love ya Nolan,Positive
The curve on chandlers golf shot was insanethats crazy bro,Positive
lets just say you have way more than a million subs lmaoo,Positive
THE GOAT IS BACKK,Positive
- but ses after,Neutral
Nolan is going places,Positive
THIS IS EXCELLENT,Positive
He is not youtuber he is hero,Positive
Woo hoo!! Honored to be a part of Team Water!!,Positive
The military Is so nice enough to support small content creators.,Positive
This so sad,Positive
Without a doubt a great lesson that effort has the result you want over time,Positive
he already won the challenge,Positive
To your date. Nolan’s date experience was really funny ./ video of course,Positive
The first ever mrbeast video that made me cry,Positive
W Rizz,Positive
So happy to be a part of this,Positive
The coach was noooo super friendly and enjoyed the process, I cried at that part,Positive
GOATTTT Thanks for always being an Inspiration<,Positive
The vocals are stunning.,Neutral
Beautiful ending,Positive
TEAMWATER!,Positive
Do a challenge where you have three addicts, one to smoking, one to drinking, and one to videogames and have them all work together to see if they can survive without them for days,Neutral
Thanks,Positive
UNDER HOURS GANG,Neutral
low taper fade,Neutral
Madison: Thanks Nolan Nolan: Anytime,Positive
Chandler’s golf shot had a crazy curve!,Positive
Do a video when you visit space for first time,Neutral
Proud To be involved,Positive
Great vidio,Positive
Imagine being so close with person for Days and than hearing they r gone,Positive
At ishowspeed got raigbait,Neutral
Aloo is on top,Neutral
Can you lock me in one of these rooms for days so I can quit smoking , vaping, and drinking??,Neutral
The co pilot is the goat he did all this and didn’t even get a plane,Neutral
SIX SEVEN,Neutral
under hour gang!!,Neutral
With Clash, I could survive any of these challenges,Neutral
This video is tearing me apart inside..,Positive
You changed alot man congrats,Positive
These people are definitely kind people.,Positive
All of y’all are true heroes,Positive
I am glad you take safety seriously, probably the most important thing.,Positive
Nolan and Madison Beer wedding when?,Neutral
The crazy part isn’t just the money, it’s how much creativity and effort goes into these challenges. Absolute legend,Positive
LOVE THIS!,Positive
If Speed's and Chandler's skills are combine they can beat anyone,Positive
is that airack,Neutral
There is a BIG child there,Neutral
atleast he made three version of himself,Neutral
BRO,Neutral
You guys are the reason why I still hope for humanity!!,Positive
Incredible journey!!!!!,Positive
Crazy,Positive
One of the most trippy yet inspirational things I've ever seen,Positive
“even though Christmas was months ago.” While the captions say . That’s kinda funny.,Neutral
This video was amazing, learned a lot.,Positive
It shows how much they needed a friendship and that people these days have to value it because it is harder to make friends because most people wouldve taken it,Positive
Safe Travels Armando,Positive
It is so nice to see Nolan happy and not bullied.,Positive
Even if we can't donate, let's support this video so more people can see it and help.,Positive
imagine he lost balance and then just faceplanted on the floor,Neutral
Next challenge: Climb mount everest.,Neutral
WoW you surpassed your goals,Positive
Making him more happy,Positive
I love how genuine Nolan is,Positive
I was NOT ready for that,Positive
"This was the realest episode I ever saw lol, ""NO! Whatever he offers you yo say no! I been trough enough!"" hahaha,Positive"
CONGRATS!!!!!,Positive
CAME A LONG WAYYY,Positive
You should do a video about you have to stay or days in a submarine,Neutral
“even though you don’t need it it comes with shampoo” is crazy,Neutral
next vid should be $ vs $, dating advice for nolan.,Neutral
bro was rage baiting her,Negative
Brian Shaw, the strongman in the video, is a legend. He no longer focuses on strength but hes still one of the strongest men in the world.,Positive
Pray for Palestine,Neutral
This made me almost tear up. Hard hitting. I love this video,Positive
Proud of you both,Positive
Definitely got a million,Positive
Your videos are really amazing. And I am a big fan of yours.,Positive
he is DEFO crackin tonight,Neutral
The best project that brings together YouTubers,Positive
Next challenge - tree planting,Neutral
wow,Neutral
“days? Bro I can barely survive hours in economy class.”,Neutral
very strong person! beautiful video! thank you very much for this video!,Positive
the yard mentioned,Neutral
……… don’t… do.. it….. '!!!!!!!!!!!!,Neutral
yes im living on hard mode :D !!!!!!!!!!!!!!!!!!!!!,Neutral
"""WE THE BEST"" ,Positive"
WE MAKE RIGHT PERSON FAMOUS,Positive
this is the perfect balance of happiness, sadness, comedy, and randomness, absolute cinema.,Positive
"Even though you don't need it , it comes with a shampoo"""""",Neutral"
all i can do is smile and watch this,Positive
Nepal,Neutral
This was probably one of the most interesting videos you've made, it's cool how they kind of created the plot and you were just there givng them stuff to do so.,Positive
Awesome as always,Positive
best part of the video,Positive
Hardwork and consistency can truly take you somewhere else Congrats on your journey,Positive
Did anyone else check to see how much longer the video was after the k offer?,Neutral
kollab with messi??,Neutral
Aloo gang attendance,Neutral
I love that Majd is in the videos more and more! He's so awesome!,Positive
You changed alot man congrats,Positive
Mrbeast I'm a big fan of you and I love your videos,Positive
This is the power of money,Neutral
An Absolute Legend,Positive
Bro got dawged I think,Neutral
The “table” of briefcases of money. LOL,Neutral
Ryan and Haley did the Jammy time there,Neutral
A Bed is a BED W CHOICE,Positive
is everywhere,Neutral
CAME A LONG WAYYY,Positive
As an introvert I swear I would ACE this type of solo challenges,Neutral
Coach Wall is The Legends,Positive
Mrbeast should make that place a public gym where people can continue to follow the path of Coach Wall,Neutral
Yeah.. you got a little more than M,Positive
Ian has gained a loyal friend for life,Positive
Nepal,Neutral
First thing I thought of when I saw this was “nothing beats a Jet holiday!”,Positive
Awesome,Positive
Glad Chandlers back.,Positive
This is insane days is a lot in such a confined space,Positive
I think the next challenge should be days in a haunted house for k Dollars,Neutral
CAME A LONG WAYYY,Positive
make sumeone quit drinking,Neutral
This is what setting goals, and focusing is all about! Congrats brother,Positive
As a pilot, I’m jealous,Neutral
low taper fade,Neutral
mustard? mango? is that you?,Neutral
"And even tho you don't need it it comes with shampoo!"""" Bro roasted him respectfully"",Neutral"
I almost cried. This is in loving memory of coach wall he motivated us all,Positive
I love helping small creators,Neutral
THIS VIDEO REALLY MADE ME CRY . LOVE YOU COACH WALL,Positive
“no takeies backsies”,Neutral
Beast, when you have your wedding, do a $ vs $,, wedding video,Neutral
Bro is not just a YouTuber bro is a hero,Positive
Under hour gang k,Neutral
I wasn’t expecting this video to take such a dark turn…,Positive
Bro, I actually cried when he cried. Coach Wall was a true friend to him.,Positive
"""i think its lower yeah"" ,Positive"
Tom is the most chilled Turkey I have ever seen,Positive
So happy to be joining you in this!,Positive
. million jet k lamborghini k offers k for more days Total= . million offers in one video,Neutral
I'm honestly surprised they were able to even get past the front door of Cheyenne mountain... that's CRAZYYY!!!! ONE OF THE MOST SECURED FACILITIES ON THE PLANET!,Positive
English: Will you eat potato Hindi: Aalu Khaoge,Neutral
Saying no to the shower just to say yes to the little yard is insane.,Positive
As a pilot, I’m jealous,Neutral
The crazy part isn’t just the money, it’s how much creativity and effort goes into these challenges. Absolute legend,Positive
You really have made it. Much love,Positive
I love Lucia,Positive
This is by far the craziest video out your whole life,Positive
“do you mind taking us to miami florida” “%” so he does mind?,Neutral
speed comeback is crazyy,Positive
Nolan being happy in a video is a once in a lifetime moment,Positive
I cannot believe how incredibly inspiring this video is... was not expecting that.,Positive
What a beautiful friendship,Positive
Feeling proud to be involved. Love from Bangladesh,Positive
we did it? seriously?,Neutral
SIX SEVEN,Neutral
This video definitely boosted door dash orders yesterday,Neutral
May Coach Wall's heart always have a place in this world.,Positive
Love u BEAST..,Positive
THAT ENDING WAS CINEMA,Positive
U made it to Million Buddy,Positive
It would be really cool if you made a video about the best water parks in the world. I recommend Siam Park, it's the best.,Neutral
One of the hardest things in life is losing someone you love.,Positive
tb when Mac lost,Neutral
I donated today! I’m super excited about giving,Positive
Thanks you,Positive
These videos just get crazier and crazier...,Positive
Super Beast,Positive
she was willing to cut the chain to feet and lose $, to open a mystery door, but wouldn't shorten the chain to ft for bros mental health lmao,Negative
Finally not showering pays off for someone,Positive
Coach was the best. He was a great person,Positive
bro that’s where ryan trahan stayed,Neutral
Nolan seeming to be happy is just lovely,Positive
Humanity still exists, love this video.,Positive
Hail mrbeast hail mrbeast,Positive
"""days in alone with Al""️,Neutral"
The ending is so heartwarming,Positive
Next videos: The most expensive marriage of all time. Mine.,Neutral
Bro has surpassed the level of crazy challenges. He is now making brutal plots. I thought he would take revenge and take the money.,Positive
Lowk I understand Ian's frustration because Lenny had no issue having the books until that challenge was mentioned Ian was trying to be helpful,Neutral
The most determination I've ever seen, this story was beautiful,Positive
He dont even do track and he was almost able to beat her. Thats wild.,Positive
You are legendary! A story of a hero,Positive
Missed opportunity, shoulda asked where the stargate was.,Neutral
Right,Neutral
Bro these videos are the difference between wild and borderline INSANE!,Positive
Next: The Wedding $ vs $M,Neutral
TEAM WATER,Positive
Aloo is on top,Neutral
You are fantástic...,Positive
Coach wall was genuinely one of the most supportive and kind people I have ever seen,Positive
I actually thought Josh was a supervillain for a sec,Neutral
Living underwater in a submarine for days,Neutral
Next challenge: Climb mount everest.,Neutral
Absolute Cinema,Positive
Dude, The coach was the nicest person I've ever seen in the world.,Positive
You are the best YouTuber,Positive
Yeah we made the right person famous.,Positive
this is the first time i teared up over a video,Positive
The wedding gonna be so fantastic,Positive
This stuff restores faith in humanity,Positive
OH THE FLASHBACKS,Positive
You should definitely do more videos with your fiancé!!! It was a nice chill video.,Positive
Proud of lan for doing that right thing earned a friend for life,Positive
Nolan having a date is straight up unbelievable,Positive
Armando so deserved the Jet . WE LOVE YOU ARMANDO,Positive
He was not only a coach but also an inspiration to Majed. A very touching video.,Positive
What fuels your passion?,Neutral
Do a challehge where someone has to quit an addiction, this can be a series,Neutral
The military is so kind to support small content creators,Positive
That was amazing,Positive
Insanely inspiring,Positive
get nolan here and this will be pure comedy,Positive
"""days in alone with Al""️,Neutral"
Congrats for years anniversary,Positive
big love from youtubers indonesia,Positive
Coach wall wasn’t just a trainer he was a legend,Positive
greatest video of all time great improvement,Positive
nostalgic,Positive
BEE THERE OR BEE SQUARE,Neutral
WoW you surpassed your goals,Positive
this video is so sad R.I.P coach wall,Positive
I cry but I remain respectful,Positive
Bro, we got Nolan and Madison Beer before GTA,Neutral
Proud To be involved,Positive
Nothing beats a Jet Holiday! wow inspire,Positive
Mrbeast really out here creating the most beautiful friendships and changing lives.,Positive
Thank you so much all creators,Positive
Wow,that is intense Bat he will be set for life if he wins,Positive
somebody was in the plane,Neutral
The content is amazing I learned a lot from it.,Positive
“When I’ll get older, I’ll be stronger” You proved these lyric’s true fr.,Positive
Do challenge Messi and Cristiano Ronaldo in one room days.,Neutral
Congrats, you've really made it,Positive
THE REUNION OF COUPLES,Positive
bro that’s where ryan trahan stayed,Neutral
This is the best video you’ve made yet.,Positive
He found the perfect ex couple to do this with because they were both WAY too enthusiastic about this bro,Positive
or am???,Neutral
Thank you for including this beautiful project with us, cheers to the mrbeast water team!,Positive
I need ur help,Neutral
$ could make me free from poverty.This is insane bro,Neutral
This video makes me emotional. Coach Wall is the kindest person I have ever seen.,Positive
Fortnite :D,Neutral
Imagine spending over k for your date then they say no,Neutral
U made it to Million Buddy,Positive
Helping people lose weight is the best thing for him,Positive
Congratulations bro, mi,Positive
Nolan is being the pookie and heart warming,Positive
airack,Neutral
bro the editors cut out doing the,Neutral
the marketing level,Positive
I am a viewer from Indonesia,Neutral
Is was amazing,Positive
Bro's evolved, he's in the billions now,Positive
Seeing gordan calm is a very rare sighting that I’ve been blessed with,Positive
Hopefully people will see this as a sign to start their own path to greatness,Positive
I am sure that coach wall and your dad are so proud of who you are today Majd,Positive
THAT ENDING WAS CINEMA,Positive
This ending was so sweet,Positive
Coach Wall is legend for all our heart,Positive
Chandler is literally everyones favourite,Positive
bro was happy,Positive
Honesty none of us are used to it either,Neutral
a very harmonious and adorable couple, this video will become history in your life,Positive
Legendary . We all need that kind of dedication and obsession to achieve what we are dreaming.,Positive
years later, and you're the most subscribed Youtuber in all the land!,Positive
Finally our legend is back,Positive
This might be the most sad yet wholesome videos I've ever watched thank you for changing and incouriging so many people for the better,Positive
Thank you for what you are doing. Getting all these people involved to help solve the worlds problems.,Positive
what did I get myself into look,Neutral
Money and influence can do wonders,Neutral
We need days in space,Neutral
The coach... it was very sad, he was so wholesome,Positive
What a crazy thing, you're a millionaire, man.,Positive
This made me cry.,Positive
Coach Wall will always be with you,Positive
- but ses after,Neutral
at this moment they realised they f*cked up,Neutral
I think future you has a little more than a million subs,Positive
What was your score in that history test?,Neutral
Finally our legend is back,Positive
I just realised, I was smiling throughout the video !,Positive
Yeah,Neutral
Josh’s motorcycle… sacrificed for love again,Positive
Nolan out here fumbling the bag.,Negative
"You don't just make videos, you make experiences for millions. Absolute LEGEND!"",Positive"
Nolan:- great outfit ehhheehehehhehehe She:- aayyoo,Neutral
PHILIDELPHIA,Neutral
The full circle joke was peak Nolan. Don’t let them bully you. lol,Positive
Coach Wall will truly be remembered as a great coach,Positive
Do a challenge where someone has to quit drinking,Neutral
Imagine a huge box truck converted into a tiny room with beds, snacks, fans, and even a gaming console. But here’s the twist — the truck keeps driving around the city nonstop! Every hour, a new surprise,Neutral
Madison and Nolan are so cute together idk why,Positive
This is really proud moment for every man he set goal before yrs now achieved it way ahead than that goal is really crazy keeps it man you are doing great and lot more wishes to you to reach Billion subs on yt,Positive
Madison and Nolan are so cute together idk why,Positive
I can’t,Neutral
Here are those who cried for coach, you are the best,Positive
The Goat,Positive
The Cheyenne Mountain complex and the base used for the Stargate SG series are incredible.,Positive
Full on Ryan Trahan airBnB,Positive
Every Date was wholesome Nolan's first date was funny at the start,Positive
Imagine being the pilot watching this through the cockpit,Neutral
World Biggest YouTubeer Mrbeast,Positive
was epic,Positive
Coach wall is the nicest person i've seen ever!,Positive
Best Content Creator Love from Ghana,Positive
I'm eating feastables for the first time.,Neutral
the yard mentioned,Neutral
Proud to be apart of donating,Positive
NEXT CHALLENGE - tree planting,Neutral
Colin Furze is awesome .And the decommissioned missile silo is really cool,Positive
Who’s WE????,Neutral
- mango mustard,Neutral
Love you bro,Positive
I cried when i watched this R.I.P CTW,Positive
How proud would I be to watch this video now? That's really amazing.,Positive
Now it’s time for $ Vs $,, Wedding,Neutral
Thank you guys for the compassion you have for others,Positive
Inspiring . Congrats on such a amazing journey,Positive
Put Nolan and Maddison beer on more dates together,Neutral
Dude said no to a shower but yes to a gym,Neutral
I'm a Spanish speaker, but I love your content and you're truly a role model, Beast. Congratulations, we wish you the best!,Positive
The wedding gonna be so fantastic,Positive
Super Beast,Positive
Wow! This is truly heart warming. The love they hav is just outta the wrld,Positive
Next one has to be a yacht/ boat,Neutral
no takesees backsees,Neutral
No way!!!!!!!,Positive
This is not just a video, it’s a testament to the power of kindness and unity. Fully supporting the $ million mission! huge thanks to Team Water and all the amazing creators involved!,Positive
Even alan becker joined,Positive
Tareq and Karl in last was funny,Positive
He tried very hard, but most of all he felt emotional pain and sadness for the coach,Positive
i love this bc it shows you how if you set your mind to a goal you can really accomplish so much! now i'm thinking about where i want to be in years,Positive
King of all Social sides,Positive
The vocals are stunning.,Neutral
This is the proper way calling the viewers poor,Negative
It is crazy how far this man has come. Unbleavble goodjob,Positive
It's crazy how flying past M to M has changed your confidence and charisma congrats on + years of hard work and creativity!,Positive
Under hours,Neutral
Such an Incredible years.Congrats bro!!!! Legend..,Positive
Definitely got a million,Positive
Genuinely cried when i herd the news, the bond u can have with a stranger is insane..,Positive
Legendary it’s BACKKKKKKK,Positive
we did it? seriously?,Neutral
do a challange where someone has spend days in a yacht,Neutral
The production quality is worth sharing I will come back to watch it again.,Positive
Chandlers shot was incredible,Positive
He is doing what the UN and other countries have failed to do.,Positive
Next challenge survive mount everest days,Neutral
I wasn’t expecting the video is emotional,Positive
we need another nolan - madison - combo,Neutral
So happy to be joining you in this!,Positive
I love to see many YouTubers come together and help the world,Positive
She's so sweet and humble.,Positive
Do a challenge where the last person to leave a giant maze wins $,,,Neutral
"I bought a submarine and if this captain stays inside days he keeps it!"""""",Neutral"
Yes,Neutral
kaboom it is what it is,Neutral
Favorite video lately. So cute!,Positive
the marketing level,Positive
To the extent I cried a lot in this video, I wish you success,Positive
Aloo gang attendance,Neutral
Hardwork and consistency can truly take you somewhere else Congrats on your journey,Positive
Why is this scene so funny,Positive
Colin F'ing Furze, what a legend!!!!!,Positive
The ultimate test for any relationship: a -foot chain and a shared bathroom schedule,Neutral
vs ,, dollar girlfriend next,Neutral
you already had your Lamborghini just with wings,Neutral
nah bro he’s rapping now I think,Neutral
Congratulations, I hope all humanity will be happy,Positive
Nothing beats a Jet holiday — the vibes, the views, the value. Absolute perfection!,Positive
I am so excited for this video,but more to see karl, love you karl and karls mom.,Positive
bro did him dirty,Neutral
Such a legend you are!,Positive
The production quality is worth sharing I will come back to watch it again.,Positive
thousand to M is INSANE,Positive
bro got to far,Neutral
Nolan’s laugh,Positive
$ wedding vs. $, wedding,Neutral
That runner needs to be studied,Positive
Aaloo gang here,Neutral
I couldn't survive there,Positive
Love you,Positive
“TIME FOR HUGGIES!”,Neutral
I hope you become famous,Positive
create similar challenges for excavator operators would be more difficult,Neutral
So happy to be apart of this and help out,Positive
congratulations on the excellent initiative,Positive
I actually thought Josh was a supervillain for a sec,Neutral
Coach Wall was geuniely one of the most supportive and kin people l have ever seen,Positive
I also want to challenge,Neutral
"""days in alone with Al""️,Neutral"
What a beautiful friendship,Positive
Beast, when you have your wedding, do a $ vs $,, wedding video,Neutral
I cried coach wall,Positive
Be blessed and continue to support humanity hand-pink-wavinghand-pink-waving,Positive
I am glad you take safety seriously, probably the most important thing.,Positive
dollar prisoner vs million dollar prisoner,Neutral
Nolan is in the mystery box would be so funny.,Neutral
For the first time I am among the first two million people to watch the video,Neutral
"Even though you don't need it it comes with a shampoo"""""",Neutral"
so much has changed. happy year anniversary,Positive
Nolans nukes,Neutral
Nolan gave me a heart attack and a stroke at the same time.,Positive
Hopefully you get M!!,Positive
We want to challenge a teenager days without technology.,Neutral
Hella proud bro,Positive
Nolans Nuke and Karls TNT at LOL,Positive
Yeah.. you got a little more than M,Positive
the cloak of invisibility,Neutral
btw the biggest indoor ski slope in america is in new jersery not new york,Neutral
I'm glad u take safety seriously probably the most important thing,Positive
Nooolaaan,Neutral
:,Neutral
The way Nolan laughed had me rolling on the floor .,Positive
Bro went from gaslighting, to getting help, to fixing himself all in days, kudos to them, he won more than just money.,Positive
Lowk I understand Ian's frustration because Lenny had no issue having the books until that challenge was mentioned Ian was trying to be helpful,Neutral
FR,Neutral
Bro made sure that they don't overcome their past relationship...,Negative
years ahead !!,Positive
She's so sweet and humble.,Positive
Bro the firework shot was crazy cool,Positive
bro needs to hesitate,Neutral
yo what,Neutral
seeing tia and best matching energy is so fun,Positive
nostalgic,Positive
AMAZING video, Armando the best,Positive
Mrbeast should make that place a public gym where people can continue to follow the path of Coach Wall,Neutral
A Coach wall is not just a coach, he is a legend who inspires people,Positive
Such a kind person,Positive
Nolan+Madison beer=,Neutral
Oh happy,Positive
Congratulations bro, u passed subs.,Positive
Sometimes love takes a break just to prove it was strong enough to return.,Positive
"and even though you don't need it it comes with a shampoo"""""",Neutral"
btw the biggest indoor ski slope in america is in new jersery not new york,Neutral
HOW's the weather button,Neutral
Bro made sure that they don't overcome their past relationship...,Negative
one of the best mrbeast video for a while,Positive
Colin F'ing Furze, what a legend!!!!!,Positive
This actually made me cry,Positive
Damn these challenges are crazy,Positive
At is that a Fortnite animation,Neutral
There were many lessons in this video. Patience, caring, unselfishness, etc. Thanks,Positive
this is the first time i’ve been able to watch a mrbeast video so early,Neutral
He’s actually goated for taking them wherever they want and not showering,Positive
It’s just so amazing to see people coming together as a humanity to do what the people in charge have failed to. We made the right people famous,Positive
LOVE THIS!,Positive
Coach wall is the best coach in K,Positive
So happy to be apart of this and help out,Positive
Truly honored to be a part of this,Positive
As an introvert I swear I would ACE this type of solo challenges,Neutral
Who want participate in such challenge ?,Neutral
I’m so sorry for your loss,Positive
TeamWater!,Positive
I am your big fan from Pakistan,Positive
PHILIDELPHIA,Neutral
Happy years. Congrats!,Positive
Coach you are the man,Positive
Getting Nolan over Karl is the biggest blessing he could ever get,Positive
THE GOAT IS BACKK,Positive
Bro got dawged I think,Neutral
this is literally the first mrbeast video that made me cry,Positive
Your videos are really amazing. And I am a big fan of yours.,Positive
He was trapped in a jet, but still travelled to more places than most of us,Neutral
No matter how big or successful you are as a YouTuber the vine boom is a necessity,Positive
Congratulations man,Positive
AYOOO JIDION,Neutral
Madison Beer being with Nolan before gta is crazy,Neutral
Nice Bro ! Step by step, we're heading towards million!,Positive
Wall proved that a coach is none less than a companion a best friend,Positive
Thanks for million subscriber,Positive
Bro was roasting her the whole video,Neutral
Insane challenge. Either could have betrayed the other. And they didn’t. Love it!,Positive
Bro was menace throughout the entire video,Neutral
Getting Nolan over Karl is the biggest blessing he could ever get,Positive
The slow motion was insane,Positive
I just love how the military agreed to help out small creators!,Positive
Also seeing nolan not getting bullied feels so much better,Positive
I speak here from Brazil and ask for condolences for the coach,Positive
Coach wall is a legend fr,Positive
is that airack,Neutral
We made the right person a celebrity with this man,Positive
From preparing to history exams to now making History in humanity Insane achievement thala....,Positive
Oooohh sooooo sweet,Positive
$ wedding vs. $, wedding,Neutral
coach Wall was a big reason why this man’s life was changed, he’s a legend.,Positive
Hey mrbeast you have a problem on your Türkish translation you said you will not be eliminated but you said in turkish o odaya girersen elenmiş olacaksın so it means if you join that room you will be eliminated but no problem on turkish subtitles,Neutral
Wow , congratulations!!,Positive
Congratulations. You got Million and multiplied it by !,Positive
the difference between k and k is crazy,Neutral
Be there or be square...,Neutral
Changing the world with Team Water!,Positive
Wow the definition of resilience,Positive
BEE THERE OR BEE SQUARE,Neutral
If Madison and Nolan start dating, I'll believe in love.,Positive
We ?,Neutral
You will always be remembered as the kindest soul touching so many hearts Coach Wall,Positive
Glad to be a part of this..Thanks.,Positive
I am so happy that karl and Nolan is in this video. They are so funny,Positive
very happy for both of them. they are now the best of buddies,Positive
PROUD TO BE APART OF THIS JOURNEY <,Positive
Yeah, congrats on mil!,Positive
say that again…,Neutral
“even though you don’t need it it comes with shampoo” is crazy,Neutral
Congratulations!! YEARS!,Positive
I don't think people understand how long days actually is because of short this video is. months and days. That's insane,Neutral
Bro do the challenge of spending days as a astronaut pllsss,Neutral
So awesome to see the success you've accomplished!,Positive
Amazing,Positive
Bro is so jacked,Positive
that canon is crazy,Positive
The editing in this video is on top dude,Positive
Coach Wall Really brought back humanity.W Coach Wall,Positive
We ?,Neutral
The next challenge is '$ wedding vs M $',Neutral
Awesome as always,Positive
Omg it's the first time I opened this app at the right time!!,Neutral
Success On Peak Consistency is the key of Success!!!,Positive
wait I thought jetpacks didn't exist yet..,Neutral
Insane challenge. Either could have betrayed the other. And they didn’t. Love it!,Positive
this man knows how to deescalate a problem.,Positive
I'm super happy for you. Love your content. Love how you help so many people out there.,Positive
Congrats on mill. man,Positive
days on the Army would be cool,Neutral
Happy th anniversary! And Success!,Positive
It’s so inspiring,Positive
Also for those of you curious to help offset the carbon emissions from the jet,Neutral
Your influence changes someone's life,Positive
Bro destroy other brands,Neutral
Making smokers/alcoholics survive in a house for days without cigs and alcohols,Neutral
U made it to Million Buddy,Positive
ryan trahan's days series nostalgia (missle silo),Positive
nostalgic,Positive
What was your score in that history test?,Neutral
Nolan has to v Justin Herbert in a QB drill for Madison,Neutral
nooo,Neutral
I am so happy to see this it maid me smile,Positive
Coach wall is a legend fr,Positive
I think future you has a little more than a million subs,Positive
greatest video of all time great improvement,Positive
you should do a group of soldiers for days but they have to do the hardest military challenges ever for K money,Neutral
One of the most grateful and kind YouTuber I’ve known,Positive
the ahhhhhhhhh is so funny,Positive
One of the saddest scenes. Coach Wall was definitely an inspiration,Positive
Thank you team water,Positive
Now it’s time for $ Vs $,, Wedding,Neutral
Mans had to read a book to understand the cues from ex of years,Neutral
He wasnt doing it for thr money anymore,he was doing for coach wall to be proud,Positive
We the Beat,Positive
It is crazy how far this man has come. Unbleavble goodjob,Positive
Fortnite :D,Neutral
Imagine JET sponsored this,Neutral
